year,Code,box,catch_tons,Name,Long Name,guild
2017,COY,50,4.883413949735744,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,51,0.044806756741484016,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,52,0.03696353756258765,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,53,4.246899586137271,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,54,0.2496318746896112,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,55,7.174078433162002,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,56,2.5180041363960064,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,57,47.367030072699336,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,58,8.763215422264084,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,59,7.117967497311091,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,60,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,61,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,62,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,63,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,64,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,65,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,66,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,67,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,68,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,69,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,70,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,71,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,72,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,73,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,74,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,75,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,76,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,77,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,78,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,79,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,80,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,81,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,82,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,83,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,84,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,85,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,86,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,87,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,COY,88,0,CohoOY_Fish,Coho other Yearling,Salmon
2017,CSN,0,0,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
2017,CSN,1,0.015577016524419948,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
2017,CSN,2,0.00861615232065893,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
2017,CSN,3,0.0015423992232083943,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
2017,CSN,4,1.95321150586361e-5,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
2017,CSN,5,9.01566568152336e-4,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
2017,CSN,6,8.189409825447424e-4,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
2017,CSN,7,6.184577030637452e-4,ChinookSSY_Fish,Chinook Snohomish Subyearling,Salmon
